yearID,lgID,teamID,W,R,AB,H,BA,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP
2005,NL,ATL,90,769,5486,1453,0.264855997,308,37,184,534,1084,92,32,45,46,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170,0.98
2005,NL,PHI,88,807,5542,1494,0.26957777,282,35,167,639,1083,116,27,56,46,726,672,4.21,4,6,40,4305,1379,189,487,1159,90,132,0.98
2005,NL,FLO,83,717,5502,1499,0.272446383,306,32,128,512,918,96,38,67,50,732,666,4.16,14,15,42,4327,1459,116,563,1125,103,177,0.98
2005,NL,NYN,83,722,5505,1421,0.258128974,279,32,175,486,1075,153,40,48,38,648,599,3.76,8,11,38,4307,1390,135,491,1012,106,146,0.98
2005,NL,WAS,81,639,5426,1367,0.251935127,311,32,117,491,1090,45,45,89,45,673,627,3.87,4,9,51,4374,1456,140,539,997,92,156,0.98
2005,NL,SDN,82,684,5502,1416,0.25736096,269,39,130,600,977,99,44,49,48,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136,0.98
2005,NL,ARI,77,696,5550,1419,0.255675676,291,27,191,606,1094,67,26,55,45,856,783,4.84,6,10,45,4369,1580,193,537,1038,94,159,0.98
2005,NL,SFN,75,649,5462,1427,0.261259612,299,26,128,431,901,71,35,49,44,745,695,4.33,4,8,46,4333,1456,151,592,972,90,146,0.98
2005,NL,LAN,71,685,5433,1374,0.252898951,284,21,149,541,1094,58,35,67,33,755,695,4.38,6,9,40,4282,1434,182,471,1004,106,141,0.98
2005,NL,COL,67,740,5542,1477,0.266510285,280,34,150,509,1103,65,32,64,34,862,808,5.13,4,4,37,4256,1600,175,604,981,118,158,0.98
2006,AL,MIN,96,801,5602,1608,0.287040343,275,34,143,490,872,101,42,50,55,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135,0.98
2006,AL,DET,95,822,5642,1548,0.27437079,294,40,203,430,1133,60,40,45,36,675,618,3.84,3,16,46,4344,1420,160,489,1003,106,162,0.98
2006,AL,CHA,90,868,5657,1586,0.280360615,291,20,236,502,1056,93,48,58,57,794,743,4.61,5,11,46,4347,1534,200,433,1012,90,145,0.98
2006,AL,CLE,78,870,5619,1576,0.280476953,351,27,196,556,1204,55,23,54,43,782,698,4.41,13,13,24,4270,1583,166,429,948,118,165,0.98
2006,AL,KCA,62,757,5589,1515,0.27106817,335,37,124,474,1040,65,34,64,48,971,896,5.65,3,5,35,4279,1648,213,637,904,98,189,0.98
2006,AL,NYA,97,930,5651,1608,0.284551407,327,21,210,649,1053,139,35,72,49,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145,0.98
2006,AL,TOR,87,809,5596,1591,0.284310222,348,27,199,514,906,65,33,63,52,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157,0.98
2006,AL,BOS,86,820,5619,1510,0.268731091,327,16,192,672,1056,51,23,66,56,825,773,4.83,3,6,46,4324,1570,181,509,1070,66,174,0.98
2006,AL,BAL,70,768,5610,1556,0.277361854,288,20,164,474,878,121,32,73,41,899,843,5.35,5,9,35,4257,1579,216,613,1016,102,156,0.98
2006,AL,TBA,61,689,5474,1395,0.254841067,267,33,190,441,1106,134,52,47,43,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156,0.98
2006,AL,OAK,93,771,5500,1429,0.259818182,266,22,175,650,976,61,20,50,56,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173,0.98
2006,AL,LAA,89,766,5609,1539,0.27438046,309,29,159,486,914,148,57,42,53,732,652,4.04,5,12,50,4358,1410,158,471,1164,124,154,0.97
2006,AL,TEX,80,835,5659,1571,0.277610885,357,23,183,505,1061,53,24,40,50,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174,0.98
2006,AL,SEA,78,756,5670,1540,0.271604938,266,42,172,404,974,106,37,63,38,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150,0.98
2006,NL,SLN,83,781,5522,1484,0.268743209,292,27,184,531,922,59,32,61,40,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170,0.98
2006,NL,HOU,82,735,5521,1407,0.254845137,275,27,174,585,1076,79,36,73,46,719,666,4.08,5,12,42,4406,1425,182,480,1160,80,164,0.98
2006,NL,CIN,80,749,5515,1419,0.257298277,291,12,217,614,1192,124,33,59,38,801,725,4.51,9,10,36,4337,1576,213,464,1053,128,139,0.97
2006,NL,MIL,75,730,5433,1400,0.257684521,301,20,180,502,1233,71,37,82,53,833,763,4.82,7,8,43,4277,1454,177,514,1145,117,126,0.98
2006,NL,PIT,67,691,5558,1462,0.263044261,286,17,141,459,1200,68,23,89,49,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168,0.98
2006,NL,CHN,66,716,5587,1496,0.267764453,271,46,166,395,928,121,49,43,37,834,758,4.74,2,7,29,4317,1396,210,687,1250,106,122,0.98
2006,NL,NYN,97,834,5558,1469,0.264303706,323,41,200,547,1071,146,35,62,47,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131,0.98
2006,NL,PHI,85,865,5687,1518,0.266924565,294,41,216,626,1203,92,25,95,44,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153,0.98
2006,NL,ATL,79,849,5583,1510,0.270463908,312,26,222,526,1169,52,35,52,44,805,736,4.6,6,6,38,4324,1529,183,572,1049,99,146,0.98
2006,NL,FLO,78,758,5502,1454,0.264267539,309,42,182,497,1249,110,58,74,42,772,696,4.37,6,6,41,4300,1465,166,622,1088,126,166,0.97
2006,NL,WAS,71,746,5495,1437,0.261510464,322,22,164,594,1156,123,62,69,49,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123,0.97
2006,NL,SDN,88,731,5576,1465,0.262733142,298,38,161,564,1104,123,31,40,47,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138,0.98
2006,NL,LAN,88,820,5628,1552,0.275764037,307,58,153,601,959,128,49,51,48,751,686,4.23,1,10,40,4381,1524,152,492,1068,115,174,0.98
2006,NL,SFN,76,746,5472,1418,0.259137427,297,52,163,494,891,58,25,53,37,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132,0.98
2006,NL,ARI,76,773,5645,1506,0.266784765,331,38,160,504,965,76,30,67,53,788,727,4.48,8,9,34,4379,1503,168,536,1115,104,172,0.98
2006,NL,COL,76,813,5562,1504,0.270406329,325,54,157,561,1108,85,50,60,45,812,749,4.66,5,8,34,4342,1549,155,553,952,91,190,0.98
2007,AL,CLE,96,811,5604,1504,0.268379729,305,27,178,590,1202,72,41,80,59,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,166,0.98
2007,AL,DET,88,887,5757,1652,0.286955011,352,50,177,474,1054,103,30,56,45,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,147,0.98
2007,AL,MIN,79,718,5522,1460,0.264396958,273,36,118,512,839,112,30,48,45,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,149,0.98
2007,AL,CHA,72,693,5441,1341,0.246462047,249,20,190,532,1149,78,45,52,35,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,166,0.98
2007,AL,KCA,69,706,5534,1447,0.261474521,300,46,102,428,1069,78,44,89,47,778,716,4.48,2,6,36,4312,1547,168,520,993,106,159,0.98
2007,AL,BOS,96,867,5589,1561,0.279298622,352,35,166,689,1042,96,24,64,54,657,618,3.87,5,13,45,4316,1350,151,482,1149,81,145,0.98
2007,AL,NYA,94,968,5717,1656,0.28966241,326,32,201,637,991,123,40,78,54,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,173,0.98
2007,AL,TOR,83,753,5536,1434,0.259031792,344,24,165,533,1044,57,22,47,48,699,644,4,11,9,44,4346,1383,157,479,1067,102,160,0.98
2007,AL,BAL,69,756,5631,1529,0.271532587,306,30,142,500,939,144,42,47,47,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155,0.98
2007,AL,TBA,66,782,5593,1500,0.268192383,291,36,187,545,1324,131,48,53,52,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155,0.98
2007,AL,LAA,94,822,5554,1578,0.284119553,324,23,123,507,883,139,55,40,65,731,674,4.23,5,9,43,4305,1480,151,477,1156,101,154,0.98
2007,AL,SEA,88,794,5684,1629,0.286593948,284,22,153,389,861,81,30,62,40,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167,0.98
2007,AL,OAK,76,741,5577,1430,0.256410256,295,16,171,664,1119,52,20,49,56,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,151,0.98
2007,AL,TEX,75,816,5555,1460,0.262826283,298,36,179,503,1224,88,25,56,42,844,755,4.75,0,6,42,4290,1525,155,668,976,124,178,0.98
2007,NL,CHN,85,752,5643,1530,0.271132376,340,28,151,500,1054,86,33,40,37,690,650,4.04,2,10,39,4340,1340,165,573,1211,94,134,0.98
2007,NL,MIL,83,801,5554,1455,0.261973353,310,37,231,501,1137,96,32,76,47,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,143,0.98
2007,NL,SLN,78,725,5529,1513,0.273648038,279,13,141,506,909,56,33,54,54,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155,0.98
2007,NL,HOU,73,723,5605,1457,0.259946476,293,30,167,547,1043,65,33,55,40,813,761,4.68,2,6,38,4394,1566,206,510,1109,103,128,0.98
2007,NL,CIN,72,783,5607,1496,0.266809345,293,23,204,536,1113,97,31,66,46,853,796,4.94,6,7,34,4349,1605,198,482,1068,95,153,0.98
2007,NL,PIT,68,724,5569,1463,0.262704256,322,31,148,463,1135,68,30,71,51,846,793,4.93,4,5,32,4343,1627,174,518,997,83,189,0.98
2007,NL,PHI,89,892,5688,1558,0.273909986,326,41,213,641,1205,138,19,90,52,821,767,4.73,5,5,42,4375,1555,198,558,1050,89,164,0.98
2007,NL,NYN,88,804,5605,1543,0.27528992,294,27,177,549,981,200,46,54,58,750,687,4.26,2,10,39,4357,1415,165,570,1134,101,124,0.98
2007,NL,ATL,84,810,5689,1562,0.27456495,328,27,176,534,1149,64,30,49,47,733,665,4.11,1,6,36,4369,1442,172,537,1106,107,140,0.98
2007,NL,WAS,73,673,5520,1415,0.25634058,309,31,123,524,1128,69,23,53,41,783,736,4.58,0,6,46,4340,1502,187,580,931,109,151,0.98
2007,NL,FLO,71,790,5627,1504,0.267282744,340,38,201,521,1332,105,34,82,42,891,793,4.94,0,4,40,4331,1617,176,661,1142,137,159,0.97
2007,NL,ARI,90,712,5398,1350,0.250092627,286,40,171,532,1111,109,24,57,58,732,662,4.13,7,12,51,4323,1446,169,546,1088,106,157,0.98
2007,NL,COL,90,860,5691,1591,0.279564224,313,36,171,622,1152,100,31,58,44,758,706,4.32,4,7,39,4416,1497,164,504,967,68,179,0.98
2007,NL,SDN,89,741,5612,1408,0.250890948,322,31,171,557,1229,55,24,49,44,666,611,3.7,1,20,45,4454,1406,119,474,1136,92,147,0.98
2007,NL,LAN,82,735,5613,1544,0.275075717,276,35,129,511,864,137,50,41,55,727,677,4.2,4,6,43,4350,1443,146,518,1184,114,160,0.98
2007,NL,SFN,71,683,5538,1407,0.254062839,267,37,131,532,907,119,33,39,36,720,677,4.19,5,10,37,4361,1442,133,593,1057,88,146,0.98
2008,AL,CHA,89,811,5553,1458,0.262560778,296,13,235,540,1016,67,34,63,47,729,658,4.11,4,10,34,4373,1471,156,460,1147,108,154,0.98
2008,AL,MIN,88,829,5641,1572,0.278673994,298,49,111,529,979,102,42,36,72,745,675,4.18,5,10,42,4377,1568,183,406,995,108,168,0.98
2008,AL,CLE,81,805,5543,1455,0.262493235,339,22,171,560,1213,77,29,103,49,761,711,4.46,10,13,31,4311,1530,170,444,986,94,183,0.98
2008,AL,KCA,75,691,5608,1507,0.268723252,303,28,120,392,1005,79,38,50,36,781,720,4.5,2,8,44,4337,1473,159,515,1085,96,159,0.98
2008,AL,DET,74,821,5641,1529,0.271051232,293,41,200,572,1076,63,31,44,44,857,786,4.91,1,2,34,4335,1541,172,644,991,113,172,0.98
2008,AL,TBA,97,774,5541,1443,0.260422306,284,37,180,626,1224,142,50,68,52,671,618,3.82,7,12,52,4373,1349,166,526,1143,90,153,0.98
2008,AL,BOS,95,845,5596,1565,0.279664046,353,33,173,646,1068,120,35,70,62,694,645,4.01,5,16,47,4339,1369,147,548,1185,85,147,0.98
2008,AL,NYA,89,789,5572,1512,0.271356784,289,20,180,535,1015,118,39,80,39,727,685,4.28,1,11,42,4325,1478,143,489,1141,83,141,0.98
2008,AL,TOR,86,714,5503,1453,0.264037798,303,32,126,521,938,80,27,59,56,610,561,3.49,15,13,44,4340,1330,134,467,1184,84,137,0.98
2008,AL,BAL,68,782,5559,1486,0.267314265,322,30,172,533,990,81,37,42,48,869,810,5.15,4,4,35,4266,1538,184,687,922,100,163,0.98
2008,AL,LAA,100,765,5540,1486,0.268231047,274,25,159,481,987,129,48,52,50,697,644,4,7,10,66,4354,1455,160,457,1106,91,159,0.98
2008,AL,TEX,79,901,5728,1619,0.282646648,376,35,194,595,1207,81,25,63,54,967,860,5.37,6,8,36,4326,1647,176,625,963,132,191,0.97
2008,AL,OAK,75,646,5451,1318,0.241790497,270,23,125,574,1226,88,21,48,35,690,640,4.01,4,7,33,4305,1364,135,576,1061,98,169,0.98
2008,AL,SEA,61,671,5643,1498,0.265461634,285,20,124,417,890,90,32,38,42,811,754,4.73,4,4,36,4306,1544,161,626,1016,99,159,0.98
2008,NL,CHN,97,855,5588,1552,0.27773801,329,21,184,636,1186,87,34,50,45,671,624,3.87,2,8,44,4352,1329,160,548,1264,99,118,0.98
2008,NL,MIL,90,750,5535,1398,0.252574526,324,35,198,550,1203,108,38,69,43,689,623,3.87,12,10,45,4367,1415,175,528,1110,101,160,0.98
2008,NL,HOU,86,712,5451,1432,0.262704091,284,22,167,449,1051,114,52,52,41,743,691,4.39,4,13,48,4276,1453,197,492,1095,67,141,0.98
2008,NL,SLN,86,779,5636,1585,0.281227821,283,26,174,577,985,73,32,42,44,725,677,4.2,2,7,42,4362,1517,163,496,957,85,156,0.98
2008,NL,CIN,74,704,5465,1351,0.247209515,269,24,187,560,1125,85,47,50,41,800,729,4.55,2,6,34,4327,1542,201,557,1227,114,155,0.98
2008,NL,PIT,67,735,5628,1454,0.258351102,314,21,153,474,1039,57,19,59,51,884,822,5.1,3,7,34,4365,1631,176,657,963,107,178,0.98
2008,NL,PHI,92,799,5509,1407,0.255400254,291,36,214,586,1117,136,25,67,40,680,625,3.89,4,11,47,4349,1444,160,533,1081,90,142,0.98
2008,NL,NYN,89,799,5606,1491,0.265965037,274,38,172,619,1024,138,36,39,49,715,662,4.07,5,12,43,4393,1415,163,590,1181,83,125,0.98
2008,NL,FLO,84,770,5499,1397,0.25404619,302,28,208,543,1371,76,28,69,46,767,707,4.44,2,8,36,4306,1421,161,586,1127,117,122,0.98
2008,NL,ATL,72,753,5604,1514,0.270164168,316,33,130,618,1023,58,27,42,34,778,714,4.47,2,7,26,4322,1439,156,586,1076,107,149,0.98
2008,NL,WAS,59,641,5491,1376,0.250591878,269,26,117,534,1095,81,43,67,36,825,742,4.66,2,8,28,4302,1496,190,588,1063,123,141,0.98
2008,NL,LAN,84,700,5506,1455,0.264257174,271,29,137,543,1032,126,43,43,38,648,591,3.68,5,11,35,4342,1381,123,480,1205,101,137,0.98
2008,NL,ARI,82,720,5409,1355,0.250508412,318,47,159,587,1287,58,23,49,43,706,635,3.99,6,9,39,4304,1403,147,451,1229,113,136,0.98
2008,NL,COL,74,747,5557,1462,0.263091596,310,28,160,570,1209,141,37,57,38,822,766,4.77,3,8,36,4338,1547,148,562,1041,96,176,0.98
2008,NL,SFN,72,640,5543,1452,0.261952012,311,37,94,452,1044,108,46,48,44,759,701,4.38,4,12,41,4326,1416,147,652,1240,96,130,0.98
2008,NL,SDN,63,637,5568,1390,0.249640805,264,27,154,518,1259,36,17,53,46,764,714,4.41,3,6,30,4375,1466,165,561,1100,85,148,0.98
2009,AL,MIN,87,817,5608,1539,0.274429387,271,40,172,585,1021,85,32,45,57,765,726,4.5,4,7,48,4359,1542,185,466,1052,89,133,0.98
2009,AL,DET,86,743,5540,1443,0.260469314,245,35,183,540,1114,72,33,61,39,745,690,4.34,4,9,42,4341,1449,182,594,1102,106,164,0.98
2009,AL,CHA,79,724,5463,1410,0.258099945,246,20,184,534,1022,113,49,62,39,732,663,4.16,4,11,36,4319,1438,169,507,1119,128,156,0.98
2009,AL,CLE,65,773,5568,1468,0.263649425,314,28,161,582,1211,84,31,81,50,865,806,5.07,5,6,25,4302,1570,183,598,986,114,169,0.98
2009,AL,KCA,65,686,5532,1432,0.258857556,276,51,144,457,1091,88,29,42,32,842,765,4.83,10,9,34,4278,1486,166,600,1153,127,159,0.98
2009,AL,NYA,103,915,5660,1604,0.283392226,325,21,244,663,1014,111,28,54,39,753,687,4.28,3,8,51,4350,1386,181,574,1260,101,131,0.98
2009,AL,BOS,95,872,5543,1495,0.269709544,335,25,212,659,1120,126,39,70,51,736,695,4.35,8,11,41,4310,1494,167,530,1230,92,119,0.98
2009,AL,TBA,84,803,5462,1434,0.262541194,297,36,199,642,1229,194,61,49,45,754,686,4.36,3,5,41,4282,1421,183,515,1125,111,135,0.98
2009,AL,TOR,75,798,5696,1516,0.266151685,339,13,209,548,1028,73,23,45,49,771,720,4.47,10,10,25,4353,1509,181,551,1181,88,167,0.98
2009,AL,BAL,64,741,5618,1508,0.268422926,307,19,160,517,1013,76,37,39,46,876,817,5.16,2,3,31,4287,1633,218,546,933,108,151,0.98
2009,AL,LAA,97,883,5622,1604,0.28530772,293,33,173,547,1054,148,63,41,52,761,715,4.45,9,13,51,4335,1513,180,523,1062,99,174,0.98
2009,AL,TEX,87,784,5526,1436,0.259862468,296,27,224,472,1253,149,36,37,51,740,698,4.38,8,11,45,4304,1432,171,531,1016,120,166,0.98
2009,AL,SEA,85,640,5543,1430,0.257983042,280,19,160,421,1093,89,33,49,44,692,625,3.87,4,10,49,4358,1359,172,534,1043,120,150,0.98
2009,AL,OAK,75,759,5584,1464,0.26217765,307,21,135,527,1046,133,48,50,54,761,685,4.29,2,10,38,4342,1486,156,523,1124,121,153,0.98
2009,NL,SLN,91,730,5465,1436,0.262763038,294,29,160,528,1041,75,31,61,43,640,586,3.66,8,11,43,4322,1407,123,460,1049,113,167,0.98
2009,NL,CHN,83,707,5486,1398,0.254830478,293,29,161,592,1185,56,34,59,42,672,616,3.84,3,8,40,4336,1329,160,586,1272,127,144,0.98
2009,NL,MIL,80,785,5510,1447,0.26261343,281,37,182,610,1231,68,37,71,47,818,770,4.84,1,8,44,4305,1498,207,607,1104,111,150,0.98
2009,NL,CIN,78,673,5462,1349,0.246979129,280,25,158,531,1129,96,40,53,41,723,677,4.18,6,12,41,4375,1420,188,577,1069,104,161,0.98
2009,NL,HOU,74,643,5436,1415,0.260301692,270,32,142,448,990,113,44,43,45,770,722,4.54,5,10,39,4290,1521,176,546,1144,88,161,0.98
2009,NL,PIT,62,636,5417,1364,0.251799889,289,34,125,499,1142,90,32,46,36,768,723,4.59,5,7,28,4255,1491,152,563,919,80,169,0.98
2009,NL,PHI,93,820,5578,1439,0.25797777,312,35,224,589,1155,119,28,71,45,709,673,4.16,8,9,44,4367,1479,189,489,1153,86,132,0.98
2009,NL,FLO,87,772,5572,1493,0.267946877,296,25,159,568,1226,75,35,63,39,766,690,4.32,5,5,45,4339,1425,160,601,1248,118,129,0.98
2009,NL,ATL,86,735,5539,1459,0.263404947,300,20,149,602,1064,58,26,52,47,641,581,3.57,3,10,38,4388,1399,119,530,1232,107,158,0.98
2009,NL,NYN,70,671,5453,1472,0.269943151,295,49,95,526,928,122,44,36,55,757,705,4.46,3,12,39,4278,1452,158,616,1031,108,134,0.98
2009,NL,WAS,59,710,5493,1416,0.257782632,271,38,156,617,1208,73,40,56,42,874,791,5.02,6,3,33,4273,1533,173,629,911,170,154,0.97
2009,NL,LAN,95,780,5592,1511,0.270207439,278,39,145,607,1068,116,48,63,44,611,558,3.41,1,9,44,4420,1265,127,584,1272,97,134,0.98
2009,NL,COL,92,804,5398,1408,0.260837347,300,50,190,660,1277,106,55,47,60,715,675,4.24,5,7,45,4315,1427,141,528,1154,103,144,0.98
2009,NL,SFN,88,657,5493,1411,0.256872383,275,43,122,392,1158,78,28,50,55,611,571,3.55,11,18,41,4338,1268,140,584,1302,99,138,0.98
2009,NL,SDN,75,638,5425,1315,0.242396313,265,31,141,586,1182,82,29,57,36,769,704,4.37,2,9,45,4352,1422,167,603,1187,109,144,0.98
2009,NL,ARI,70,720,5565,1408,0.253009883,307,45,173,571,1298,102,40,37,41,782,711,4.44,4,12,36,4343,1470,168,525,1158,151,132,0.97
2010,AL,MIN,94,781,5568,1521,0.273168103,318,41,142,559,967,68,28,39,53,671,638,3.95,9,13,40,4358,1493,155,383,1048,94,149,0.98
2010,AL,CHA,88,752,5484,1467,0.26750547,263,21,177,467,922,160,74,79,38,704,658,4.09,6,11,43,4339,1471,136,490,1149,120,157,0.98
2010,AL,DET,81,751,5643,1515,0.268474216,308,32,152,546,1147,69,30,41,41,743,690,4.3,6,5,32,4333,1445,142,537,1056,136,171,0.98
2010,AL,CLE,69,646,5487,1362,0.248223073,290,20,128,545,1184,91,33,64,33,752,684,4.3,10,4,34,4299,1477,147,572,967,126,179,0.98
2010,AL,KCA,67,676,5604,1534,0.273733048,279,31,121,471,905,115,50,35,53,845,794,4.97,7,3,44,4310,1553,176,551,1035,138,138,0.98
2010,AL,TBA,96,802,5439,1343,0.24692039,295,37,160,672,1292,172,47,57,57,649,611,3.78,6,12,51,4361,1347,175,478,1189,95,134,0.98
2010,AL,NYA,95,859,5567,1485,0.266750494,275,32,201,662,1136,103,30,73,44,693,651,4.06,3,8,39,4327,1349,179,540,1154,79,161,0.98
2010,AL,BOS,89,818,5646,1511,0.267623096,358,22,211,587,1140,68,17,47,46,744,679,4.2,3,9,44,4370,1402,152,580,1207,127,132,0.98
2010,AL,TOR,85,755,5495,1364,0.24822566,319,21,257,471,1164,58,20,55,34,728,676,4.23,5,11,45,4322,1407,150,539,1184,102,172,0.98
2010,AL,BAL,66,613,5554,1440,0.259272596,264,21,133,424,1056,76,34,54,45,785,733,4.59,3,7,35,4309,1508,186,520,1007,123,141,0.98
2010,AL,TEX,90,787,5635,1556,0.276131322,268,25,162,511,986,123,48,45,54,687,636,3.93,7,8,46,4366,1355,162,551,1181,123,132,0.98
2010,AL,OAK,81,663,5448,1396,0.256240822,276,30,109,527,1061,156,38,47,51,626,566,3.58,7,17,38,4295,1315,153,512,1070,110,146,0.98
2010,AL,LAA,80,681,5488,1363,0.248360058,276,19,155,466,1070,104,52,52,37,702,651,4.04,10,9,39,4348,1422,148,565,1130,131,116,0.98
2010,AL,SEA,61,513,5409,1274,0.23553337,227,16,101,459,1184,142,39,39,40,698,628,3.95,11,10,38,4314,1402,157,452,973,122,146,0.98
2010,NL,CIN,91,790,5579,1515,0.271554042,293,30,188,522,1218,93,43,68,50,685,648,4.02,4,9,43,4359,1404,158,524,1130,86,140,0.98
2010,NL,SLN,86,736,5542,1456,0.262721039,285,18,150,541,1027,79,41,50,40,641,577,3.57,7,16,32,4361,1412,133,477,1094,109,170,0.98
2010,NL,MIL,77,750,5606,1471,0.262397431,293,33,182,546,1216,81,26,81,35,804,733,4.59,3,7,35,4317,1487,173,582,1258,115,141,0.98
2010,NL,HOU,76,611,5452,1348,0.247248716,252,25,108,415,1025,100,36,33,29,729,654,4.09,4,11,45,4318,1446,140,548,1210,118,135,0.98
2010,NL,CHN,75,685,5512,1414,0.256531205,298,27,149,479,1236,55,31,50,38,767,668,4.24,1,14,40,4310,1409,154,605,1268,144,135,0.98
2010,NL,PIT,57,587,5386,1303,0.241923505,276,27,126,463,1207,87,36,33,33,866,784,5,1,6,31,4235,1567,167,538,1026,142,119,0.98
2010,NL,PHI,97,772,5581,1451,0.259989249,290,34,166,560,1064,108,21,63,43,640,594,3.68,14,21,40,4369,1402,168,416,1183,93,156,0.98
2010,NL,ATL,91,738,5463,1411,0.258282995,312,25,139,634,1140,63,29,51,35,629,569,3.57,2,9,41,4318,1326,126,505,1241,145,165,0.98
2010,NL,FLO,80,719,5531,1403,0.253661182,294,37,152,514,1375,92,26,55,43,717,652,4.09,5,17,39,4315,1433,134,549,1168,141,130,0.98
2010,NL,NYN,79,656,5465,1361,0.249039341,266,40,128,502,1095,130,44,46,57,652,597,3.73,8,19,36,4359,1438,135,545,1106,96,160,0.98
2010,NL,WAS,69,655,5418,1355,0.250092285,250,31,149,503,1220,110,41,60,47,742,658,4.13,2,5,37,4305,1469,151,512,1068,142,146,0.98
2010,NL,SFN,92,697,5488,1411,0.257106414,284,30,162,487,1099,55,32,50,41,583,546,3.36,6,17,57,4383,1279,134,578,1331,80,110,0.98
2010,NL,SDN,90,665,5434,1338,0.246227457,236,24,132,538,1183,124,50,50,46,581,549,3.41,2,20,49,4369,1305,139,517,1295,85,142,0.98
2010,NL,COL,83,770,5530,1452,0.262567812,270,54,173,585,1274,99,42,47,47,717,663,4.14,6,12,35,4326,1405,139,525,1234,113,182,0.98
2010,NL,LAN,80,667,5426,1368,0.252119425,270,29,120,533,1184,92,50,46,50,692,643,4.01,4,16,41,4325,1323,134,539,1274,114,122,0.98
2010,NL,ARI,65,713,5473,1366,0.249588891,301,34,180,589,1529,86,41,39,41,836,765,4.81,3,3,35,4296,1503,210,548,1070,121,152,0.98
2011,AL,DET,95,787,5563,1540,0.276829049,297,34,169,521,1143,49,20,39,58,711,647,4.04,4,14,52,4320,1406,149,492,1115,103,146,0.98
2011,AL,CLE,80,704,5509,1380,0.250499183,290,26,154,494,1269,89,42,65,43,760,683,4.24,2,4,38,4360,1482,153,463,1024,110,131,0.98
2011,AL,CHA,79,654,5502,1387,0.252090149,252,16,154,475,989,81,53,84,46,706,665,4.1,6,14,42,4380,1463,147,439,1220,79,128,0.99
2011,AL,KCA,71,730,5672,1560,0.275035261,325,41,129,442,1006,153,58,39,57,762,716,4.45,2,6,37,4354,1487,163,557,1080,95,149,0.99
2011,AL,MIN,63,619,5487,1357,0.247311828,259,25,103,440,1048,92,39,37,25,804,724,4.6,7,8,32,4265,1564,161,480,940,119,153,0.98
2011,AL,NYA,97,867,5518,1452,0.263138818,267,33,222,627,1138,147,46,74,51,657,605,3.73,5,8,47,4375,1423,152,507,1222,102,140,0.98
2011,AL,TBA,91,707,5436,1324,0.243561442,273,37,172,571,1193,155,62,73,35,614,577,3.58,15,13,32,4347,1263,161,504,1143,73,139,0.99
2011,AL,BOS,90,875,5710,1600,0.280210158,352,35,203,578,1108,102,42,50,50,737,680,4.2,2,13,36,4372,1366,156,540,1213,92,120,0.99
2011,AL,TOR,81,743,5559,1384,0.248965641,285,34,186,525,1184,131,52,48,47,761,700,4.33,7,10,33,4376,1433,179,540,1169,110,146,0.98
2011,AL,BAL,69,708,5585,1434,0.256759176,273,13,191,452,1120,81,25,52,43,860,786,4.92,3,7,32,4340,1568,210,535,1044,110,159,0.98
2011,AL,TEX,96,855,5659,1599,0.282558756,310,32,210,475,930,143,45,39,49,677,607,3.79,10,19,38,4324,1327,170,461,1179,114,162,0.98
2011,AL,LAA,86,667,5513,1394,0.252856884,289,34,155,442,1086,135,52,51,32,633,581,3.57,12,11,39,4395,1388,142,476,1058,93,157,0.99
2011,AL,OAK,74,645,5452,1330,0.243947175,280,29,114,509,1094,117,43,50,57,679,597,3.71,6,12,39,4343,1380,136,519,1160,124,145,0.98
2011,AL,SEA,67,556,5421,1263,0.232982844,253,22,109,435,1280,125,40,37,41,675,621,3.91,12,10,39,4299,1369,145,436,1088,108,152,0.98
